Date/Time,Year,Month,Day,Data Quality,Max Temp (C),Max Temp Flag,Min Temp (C),Min Temp Flag,Mean Temp (C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
11-07-20,2011,7,20, ,35.8,,19.9,,27.9,,0,,9.9,,0,,0,,0,,0,,23,,41,
11-07-21,2011,7,21, ,37.9,,26,,32,,0,,14,,0,,0,,0,,0,,28,,50,
11-07-22,2011,7,22, ,32.1,,21.9,,27,,0,,9,,0,T,0,,0,T,0,,29,,32,
11-07-23,2011,7,23, ,34.1,,21.6,,27.9,,0,,9.9,,13.2,,0,,13.2,,0,,36,,41,
11-07-24,2011,7,24, ,27.1,,21.8,,24.5,,0,,6.5,,0,,0,,0,,0,,0,,0,
11-07-25,2011,7,25, ,29.6,,18,,23.8,,0,,5.8,,11.4,,0,,11.4,,0,,30,,37,
11-07-26,2011,7,26, ,26.5,,17.8,,22.2,,0,,4.2,,0,,0,,0,,0,,30,,59,
11-07-27,2011,7,27, ,27.6,,16.2,,21.9,,0,,3.9,,0,,0,,0,,0,,0,,0,
11-07-28,2011,7,28, ,24.5,,20.2,,22.4,,0,,4.4,,1.6,,0,,1.6,,0,,0,,0,
11-07-29,2011,7,29, ,31.7,,21.2,,26.5,,0,,8.5,,1,,0,,1,,0,,35,,52,
11-07-30,2011,7,30, ,30.9,,18.5,,24.7,,0,,6.7,,0,,0,,0,,0,,31,,37,
11-07-31,2011,7,31, ,32.8,,19.2,,26,,0,,8,,0.8,,0,,0.8,,0,,31,,39,
11-08-01,2011,8,1,*,32.1,,20.4,,26.3,,0,,8.3,,0,,0,,0,,,,32,,46,
11-08-02,2011,8,2,*,32.3,,19.5,,25.9,,0,,7.9,,0,,0,,0,,,,31,,35,
11-08-03,2011,8,3,*,23.7,,17.5,,20.6,,0,,2.6,,13.8,,0,,13.8,,,,9,,33,
11-08-04,2011,8,4,*,26.8,,16.7,,21.8,,0,,3.8,,0,,0,,0,,,,0,,0,
11-08-05,2011,8,5,*,27.9,,17.2,,22.6,,0,,4.6,,0,,0,,0,,,,0,,0,
11-08-06,2011,8,6,*,29.9,,19.8,,24.9,,0,,6.9,,0.6,,0,,0.6,,,,0,,0,
11-08-07,2011,8,7,*,29.7,,20.4,,25.1,,0,,7.1,,15.8,,0,,15.8,,,,0,,0,
11-08-08,2011,8,8,*,27.1,,19.4,,23.3,,0,,5.3,,0,,0,,0,,,,0,,0,
11-08-09,2011,8,9,*,24.1,,17.9,,21,,0,,3,,13.8,,0,,13.8,,,,0,,0,
11-08-10,2011,8,10,*,24.6,,14.2,,19.4,,0,,1.4,,4.2,,0,,4.2,,,,29,,57,
11-08-11,2011,8,11,*,25.7,,11.7,,18.7,,0,,0.7,,0,,0,,0,,,,32,,56,
11-08-12,2011,8,12,*,28.1,,14.5,,21.3,,0,,3.3,,0,,0,,0,,,,0,,0,
11-08-13,2011,8,13,*,27.2,,17.2,,22.2,,0,,4.2,,0,,0,,0,,,,0,,0,
11-08-14,2011,8,14,*,25.5,,18.2,,21.9,,0,,3.9,,0,T,0,,0,T,,,0,,0,
11-08-15,2011,8,15,*,27.8,,17.9,,22.9,,0,,4.9,,0,,0,,0,,,,35,,50,
11-08-16,2011,8,16,*,29.6,,16.8,,23.2,,0,,5.2,,0,,0,,0,,,,0,,0,
11-08-17,2011,8,17,*,29.3,,17,,23.2,,0,,5.2,,0,T,0,,0,T,,,26,,35,
11-08-18,2011,8,18,*,30.7,,18.4,,24.6,,0,,6.6,,0,,0,,0,,,,24,,41,
11-08-19,2011,8,19,*,29.4,,15.7,,22.6,,0,,4.6,,0,,0,,0,,,,0,,0,
11-08-20,2011,8,20,*,30.1,,19.2,,24.7,,0,,6.7,,0.4,,0,,0.4,,,,32,,44,
11-08-21,2011,8,21,*,23.7,,13.9,,18.8,,0,,0.8,,13.4,,0,,13.4,,,,33,,59,
11-08-22,2011,8,22,*,23.6,,13.8,,18.7,,0,,0.7,,0,,0,,0,,,,33,,46,
11-08-23,2011,8,23,*,27.9,,12.7,,20.3,,0,,2.3,,0,,0,,0,,,,26,,37,
11-08-24,2011,8,24,*,28,,18.9,,23.5,,0,,5.5,,10.2,,0,,10.2,,,,23,,48,
11-08-25,2011,8,25,*,26.4,,18.5,,22.5,,0,,4.5,,0,T,0,,0,T,,,31,,37,
11-08-26,2011,8,26,*,23.7,,16.9,,20.3,,0,,2.3,,0,,0,,0,,,,0,,0,
11-08-27,2011,8,27,*,26.5,,14.4,,20.5,,0,,2.5,,0,,0,,0,,,,0,,0,
11-08-28,2011,8,28,*,22.3,,13.8,,18.1,,0,,0.1,,0,,0,,0,,,,2,,56,
11-08-29,2011,8,29,*,25.8,,11.4,,18.6,,0,,0.6,,0,,0,,0,,,,0,,0,
11-08-30,2011,8,30,*,28.2,,14.2,,21.2,,0,,3.2,,0,,0,,0,,,,27,,41,
11-08-31,2011,8,31,*,25.9,,17,,21.5,,0,,3.5,,0,,0,,0,,,,0,,0,
11-09-01,2011,9,1,*,26.3,,18.7,,22.5,,0,,4.5,,3,,0,,3,,,,0,,0,
11-09-02,2011,9,2,*,29.4,,17.7,,23.6,,0,,5.6,,0.8,,0,,0.8,,,,0,,0,
11-09-03,2011,9,3,*,30.6,,19.6,,25.1,,0,,7.1,,6.8,,0,,6.8,,,,34,,82,
11-09-04,2011,9,4,*,25.9,,17.1,,21.5,,0,,3.5,,3.4,,0,,3.4,,,,17,,32,
11-09-05,2011,9,5,*,17.3,,12.2,,14.8,,3.2,,0,,0,,0,,0,,,,34,,44,
11-09-06,2011,9,6,*,18.8,,10.8,,14.8,,3.2,,0,,0,,0,,0,,,,0,,0,
11-09-07,2011,9,7,*,19.5,,14.2,,16.9,,1.1,,0,,0,T,0,,0,T,,,5,,33,
11-09-08,2011,9,8,*,20.9,,16.4,,18.7,,0,,0.7,,0,T,0,,0,T,,,0,,0,
11-09-09,2011,9,9,*,25.8,,14.4,,20.1,,0,,2.1,,0,,0,,0,,,,0,,0,
11-09-10,2011,9,10,*,24.2,,15,,19.6,,0,,1.6,,0,,0,,0,,,,0,,0,
11-09-11,2011,9,11,*,25.1,,12.6,,18.9,,0,,0.9,,0,,0,,0,,,,0,,0,
11-09-12,2011,9,12,*,28.9,,16.6,,22.8,,0,,4.8,,0,T,0,,0,T,,,22,,39,
11-09-13,2011,9,13,*,27.7,,10.4,,19.1,,0,,1.1,,0,T,0,,0,T,,,25,,52,
11-09-14,2011,9,14,*,22.3,,7.9,,15.1,,2.9,,0,,2.2,,0,,2.2,,,,34,,41,
11-09-15,2011,9,15,*,16.2,,6.8,,11.5,,6.5,,0,,0,T,0,,0,T,,,32,,56,
11-09-16,2011,9,16,*,16.7,,5.7,,11.2,,6.8,,0,,0,,0,,0,,,,0,,0,
11-09-17,2011,9,17,*,16.8,,7.1,,12,,6,,0,,0,,0,,0,,,,0,,0,
11-09-18,2011,9,18,*,19.4,,7.3,,13.4,,4.6,,0,,0,,0,,0,,,,0,,0,
11-09-19,2011,9,19,*,17.9,,13.9,,15.9,,2.1,,0,,12.8,,0,,12.8,,,,15,,33,
11-09-20,2011,9,20,*,21.9,,11.1,,16.5,,1.5,,0,,0,,0,,0,,,,0,,0,
11-09-21,2011,9,21,*,22.3,,13.9,,18.1,,0,,0.1,,9.2,,0,,9.2,,,,0,,0,
11-09-22,2011,9,22,*,23.5,,15.5,,19.5,,0,,1.5,,0,,0,,0,,,,27,,44,
11-09-23,2011,9,23,*,19,,13.7,,16.4,,1.6,,0,,22.2,,0,,22.2,,,,9,,39,
11-09-24,2011,9,24,*,21.1,,11.1,,16.1,,1.9,,0,,0,,0,,0,,,,0,,0,
11-09-25,2011,9,25,*,23.5,,13.3,,18.4,,0,,0.4,,0,,0,,0,,,,13,,33,
11-09-26,2011,9,26,*,24.8,,18,,21.4,,0,,3.4,,0,,0,,0,,,,10,,39,
11-09-27,2011,9,27,*,23.5,,16.5,,20,,0,,2,,0.2,,0,,0.2,,,,0,,0,
11-09-28,2011,9,28,*,22.1,,14.6,,18.4,,0,,0.4,,4.2,,0,,4.2,,,,0,,0,
11-09-29,2011,9,29,*,19,,13.5,,16.3,,1.7,,0,,6.8,,0,,6.8,,,,24,,50,
11-09-30,2011,9,30,*,17.5,,8.2,,12.9,,5.1,,0,,13.4,,0,,13.4,,,,2,,52,
11-10-01,2011,10,1,*,12.1,,4.4,,8.3,,9.7,,0,,0.2,,0,,0.2,,,,2,,59,
11-10-02,2011,10,2,*,9.7,,4.1,,6.9,,11.1,,0,,3,,0,,3,,,,36,,48,
11-10-03,2011,10,3,*,14,,9.6,,11.8,,6.2,,0,,4.2,,0,,4.2,,,,0,,0,
11-10-04,2011,10,4,*,19.6,,9.1,,14.4,,3.6,,0,,0.2,,0,,0.2,,,,0,,0,
11-10-05,2011,10,5,*,19.3,,7.1,,13.2,,4.8,,0,,0,,0,,0,,,,0,,0,
11-10-06,2011,10,6,*,17.4,,4.8,,11.1,,6.9,,0,,0,,0,,0,,,,0,,0,
11-10-07,2011,10,7,*,22.7,,7.1,,14.9,,3.1,,0,,0,,0,,0,,,,0,,0,
11-10-08,2011,10,8,*,24.4,,10.5,,17.5,,0.5,,0,,0,,0,,0,,,,0,,0,
11-10-09,2011,10,9,*,27.5,,10.8,,19.2,,0,,1.2,,0,,0,,0,,,,0,,0,
11-10-10,2011,10,10,*,25.5,,12.8,,19.2,,0,,1.2,,0,,0,,0,,,,0,,0,
11-10-11,2011,10,11,*,22.9,,11.8,,17.4,,0.6,,0,,0,,0,,0,,,,0,,0,
11-10-12,2011,10,12,*,18.4,,12.8,,15.6,,2.4,,0,,23.6,,0,,23.6,,,,11,,59,
11-10-13,2011,10,13,*,19,,13.7,,16.4,,1.6,,0,,0.8,,0,,0.8,,,,9,,32,
11-10-14,2011,10,14,*,17.7,,9.6,,13.7,,4.3,,0,,6,,0,,6,,,,27,,54,
11-10-15,2011,10,15,*,10.9,,8.3,,9.6,,8.4,,0,,0.6,,0,,0.6,,,,26,,69,
11-10-16,2011,10,16,*,12.5,,5.7,,9.1,,8.9,,0,,1.4,,0,,1.4,,,,26,,52,
11-10-17,2011,10,17,*,13.2,,5.8,,9.5,,8.5,,0,,0,,0,,0,,,,25,,56,
11-10-18,2011,10,18,*,14.1,,6.3,,10.2,,7.8,,0,,1.6,,0,,1.6,,,,0,,0,
11-10-19,2011,10,19,*,11.8,,8.6,,10.2,,7.8,,0,,34.2,,0,,34.2,,,,7,,57,
11-10-20,2011,10,20,*,11.8,,6.8,,9.3,,8.7,,0,,16.6,,0,,16.6,,,,9,,52,
11-10-21,2011,10,21,*,10.5,,5.8,,8.2,,9.8,,0,,0,T,0,,0,T,,,29,,39,
11-10-22,2011,10,22,*,9.3,,3.9,,6.6,,11.4,,0,,0,,0,,0,,,,0,,0,
11-10-23,2011,10,23,*,13.9,,1.3,,7.6,,10.4,,0,,0,,0,,0,,,,0,,0,
11-10-24,2011,10,24,*,15.1,,4.1,,9.6,,8.4,,0,,2.8,,0,,2.8,,,,27,,48,
11-10-25,2011,10,25,*,12.5,,2.4,,7.5,,10.5,,0,,17.8,,0,,17.8,,,,27,,35,
11-10-26,2011,10,26,*,7.2,,3.8,,5.5,,12.5,,0,,6.2,,0,,6.2,,,,0,,0,
11-10-27,2011,10,27,*,4.7,,-1.2,,1.8,,16.2,,0,,0,,0,,0,,,,0,,0,
11-10-28,2011,10,28,*,8.9,,-2,,3.5,,14.5,,0,,0,,0,,0,,,,0,,0,
11-10-29,2011,10,29,*,9,,0.6,,4.8,,13.2,,0,,0,,0,,0,,,,0,,0,
11-10-30,2011,10,30,*,10.6,,-1.5,,4.6,,13.4,,0,,0,,0,,0,,,,0,,0,
11-10-31,2011,10,31,*,10.8,,4.5,,7.7,,10.3,,0,,0,,0,,0,,,,0,,0,
11-11-01,2011,11,1,*,13.3,,3.1,,8.2,,9.8,,0,,0,,0,,0,,,,0,,0,
11-11-02,2011,11,2,*,18.8,,6.6,,12.7,,5.3,,0,,0,,0,,0,,,,22,,32,
11-11-03,2011,11,3,*,11,,1.5,,6.3,,11.7,,0,,0,T,0,,0,T,,,34,,44,
11-11-04,2011,11,4,*,9,,-0.6,,4.2,,13.8,,0,,0,,0,,0,,,,2,,35,
11-11-05,2011,11,5,*,7.6,,-0.9,,3.4,,14.6,,0,,0,,0,,0,,,,0,,0,
11-11-06,2011,11,6,*,14.3,,-2.1,,6.1,,11.9,,0,,0,,0,,0,,,,0,,0,
11-11-07,2011,11,7,*,17.6,,9.6,,13.6,,4.4,,0,,0,,0,,0,,,,25,,32,
11-11-08,2011,11,8,*,13.1,,8.6,,10.9,,7.1,,0,,0.6,,0,,0.6,,,,0,,0,
11-11-09,2011,11,9,*,13.9,,6.7,,10.3,,7.7,,0,,4.4,,0,,4.4,,,,23,,70,
11-11-10,2011,11,10,*,8.3,,-0.4,,4,,14,,0,,0,,0,,0,,,,24,,57,
11-11-11,2011,11,11,*,5.9,,-0.3,,2.8,,15.2,,0,,0,,0,,0,,,,31,,46,
11-11-12,2011,11,12,*,13.1,,2.8,,8,,10,,0,,0,,0,,0,,,,25,,46,
11-11-13,2011,11,13,*,16.9,,8.9,,12.9,,5.1,,0,,0,,0,,0,,,,22,,52,
11-11-14,2011,11,14,*,16.9,,6.3,,11.6,,6.4,,0,,15.2,,0,,15.2,,,,29,,52,
11-11-15,2011,11,15,*,12.8,,4.3,,8.6,,9.4,,0,,0,,0,,0,,,,0,,0,
11-11-16,2011,11,16,*,11.2,,0.9,,6.1,,11.9,,0,,0,,0,,0,,,,30,,46,
11-11-17,2011,11,17,*,4.8,,-1.7,,1.6,,16.4,,0,,0,,0,T,0,T,,,31,,50,
11-11-18,2011,11,18,*,7.6,,-2,,2.8,,15.2,,0,,0,,0,,0,,,,27,,50,
11-11-19,2011,11,19,*,12.7,,4.2,,8.5,,9.5,,0,,0,,0,,0,,,,22,,46,
11-11-20,2011,11,20,*,14.3,,0.1,,7.2,,10.8,,0,,0,T,0,,0,T,,,30,,61,
11-11-21,2011,11,21,*,2.9,,-3.2,,-0.2,,18.2,,0,,0,,0,,0,,,,0,,0,
11-11-22,2011,11,22,*,1.5,,-3.6,,-1.1,,19.1,,0,,11.8,,0,,11.8,,,,8,,39,
11-11-23,2011,11,23,*,8.3,,0.4,,4.4,,13.6,,0,,6.4,,0,,6.4,,,,36,,46,
11-11-24,2011,11,24,*,8.4,,-1.3,,3.6,,14.4,,0,,0,,0,,0,,,,25,,37,
11-11-25,2011,11,25,*,16.3,,5.8,,11.1,,6.9,,0,,0,,0,,0,,,,25,,48,
11-11-26,2011,11,26,*,13.1,,8.1,,10.6,,7.4,,0,,0,,0,,0,,,,0,,0,
11-11-27,2011,11,27,*,12.9,,5.2,,9.1,,8.9,,0,,5.4,,0,,5.4,,,,32,,37,
11-11-28,2011,11,28,*,6.8,,2.8,,4.8,,13.2,,0,,3.4,,0,,3.4,,,,32,,32,
11-11-29,2011,11,29,*,5.6,,2.6,,4.1,,13.9,,0,,48.8,,0,,48.8,,,,1,,54,
11-11-30,2011,11,30,*,3.7,,-0.3,,1.7,,16.3,,0,,0.4,,1.4,,2,,0,T,32,,56,
11-12-01,2011,12,1,*,7.3,,-1.5,,2.9,,15.1,,0,,0,,0,,0,,,,0,,0,
11-12-02,2011,12,2,*,5,,-1.4,,1.8,,16.2,,0,,0.8,,0.6,,1.4,,,,0,,0,
11-12-03,2011,12,3,*,6.3,,-4.3,,1,,17,,0,,0,,0,,0,,,,0,,0,
11-12-04,2011,12,4,*,10.2,,5.1,,7.7,,10.3,,0,,5.4,,0,,5.4,,,,21,,35,
11-12-05,2011,12,5,*,9.8,,0.4,,5.1,,12.9,,0,,11.6,,0.6,,12.2,,1,,0,,0,
11-12-06,2011,12,6,*,2.5,,-0.6,,1,,17,,0,,1.6,,0.2,,1.8,,0,T,0,,0,
11-12-07,2011,12,7,*,1.3,,-2.2,,-0.5,,18.5,,0,,0,,0,T,0,T,0,T,0,,0,
11-12-08,2011,12,8,*,3.3,,-0.9,,1.2,,16.8,,0,,0,,0,T,0,T,,,25,,48,
11-12-09,2011,12,9,*,3.1,,-5.4,,-1.2,,19.2,,0,,0,,0,T,0,T,0,T,27,,39,
11-12-10,2011,12,10,*,-1.7,,-7,,-4.4,,22.4,,0,,0,,0,,0,,,,27,,37,
11-12-11,2011,12,11,*,4.1,,-5.4,,-0.7,,18.7,,0,,0,,0,,0,,,,23,,44,
11-12-12,2011,12,12,*,6.8,,-2.2,,2.3,,15.7,,0,,0,,0,,0,,,,0,,0,
11-12-13,2011,12,13,*,8.6,,-2.6,,3,,15,,0,,0,,0,,0,,,,0,,0,
11-12-14,2011,12,14,*,9.7,,1.6,,5.7,,12.3,,0,,3.6,,0,,3.6,,,,15,,32,
11-12-15,2011,12,15,*,13.8,,2.3,,8.1,,9.9,,0,,7.4,,0,,7.4,,,,27,,69,
11-12-16,2011,12,16,*,5.1,,-1.3,,1.9,,16.1,,0,,0,,0.2,,0.2,,0,T,28,,57,
11-12-17,2011,12,17,*,-1.2,,-8.2,,-4.7,,22.7,,0,,0,,0,T,0,T,0,T,0,,0,
11-12-18,2011,12,18,*,2,,-6.4,,-2.2,,20.2,,0,,0,,0,T,0,T,0,T,0,,0,
11-12-19,2011,12,19,*,6.8,,-0.2,,3.3,,14.7,,0,,0,T,0,,0,T,,,34,,50,
11-12-20,2011,12,20,*,0.5,,-5.6,,-2.6,,20.6,,0,,0,,0,,0,,,,34,,41,
11-12-21,2011,12,21,*,5.9,,0.2,,3.1,,14.9,,0,,2.2,,0,,2.2,,,,0,,0,
11-12-22,2011,12,22,*,5.9,,0.6,,3.3,,14.7,,0,,2.2,,0,T,2.2,,,,27,,32,
11-12-23,2011,12,23,*,1.5,,-7.7,,-3.1,,21.1,,0,,0.2,,0,T,0.2,,,,34,,44,
11-12-24,2011,12,24,*,0.9,,-8.7,,-3.9,,21.9,,0,,0,,0,T,0,T,0,T,0,,0,
11-12-25,2011,12,25,*,5.6,,0.1,,2.9,,15.1,,0,,0,,0,,0,,,,24,,41,
11-12-26,2011,12,26,*,4.5,,-0.4,,2.1,,15.9,,0,,0,,0,,0,,,,26,,35,
11-12-27,2011,12,27,*,3.5,,0.2,,1.9,,16.1,,0,,3.8,,3.2,,7.6,,1,,0,,0,
11-12-28,2011,12,28,*,1.7,,-11.9,,-5.1,,23.1,,0,,0,,0,T,0,T,1,,32,,59,
11-12-29,2011,12,29,*,-0.8,,-12.4,,-6.6,,24.6,,0,,0,,3,,2.6,,1,,10,,32,
11-12-30,2011,12,30,*,1,,-3.1,,-1.1,,19.1,,0,,4.4,,0,T,4.4,,3,,0,,0,
11-12-31,2011,12,31,*,2.7,,0.8,,1.8,,16.2,,0,,0.8,,0,,0.8,,1,,0,,0,
