Date/Time,Year,Month,Day,Data Quality,Max Temp (C),Max Temp Flag,Min Temp (C),Min Temp Flag,Mean Temp (C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
11-08-27,2011,8,27,*,27.2,,10.3,,18.8,,0,,0.8,,0,,0,,0,,,,0,,0,
11-08-28,2011,8,28,*,24.5,,11.9,,18.2,,0,,0.2,,0,,0,,0,,,,0,,0,
11-08-29,2011,8,29,*,30.4,,10.5,,20.5,,0,,2.5,,0,,0,,0,,,,35,,50,
11-08-30,2011,8,30,*,14.2,,9,,11.6,,6.4,,0,,4.4,,0,,4.4,,,,1,,37,
11-08-31,2011,8,31,*,9.3,,6.3,,7.8,,10.2,,0,,22.4,,0,,22.4,,,,0,,0,
11-09-01,2011,9,1,*,18.2,,4.8,,11.5,,6.5,,0,,0.2,,0,,0.2,,,,0,,0,
11-09-02,2011,9,2,*,14.6,,5.9,,10.3,,7.7,,0,,3.6,,0,,3.6,,,,34,,54,
11-09-03,2011,9,3,*,17,,4,,10.5,,7.5,,0,,0,,0,,0,,,,0,,0,
11-09-04,2011,9,4,*,24.9,,4.5,,14.7,,3.3,,0,,0,,0,,0,,,,0,,0,
11-09-05,2011,9,5,*,26.5,,8.9,,17.7,,0.3,,0,,0,,0,,0,,,,0,,0,
11-09-06,2011,9,6,*,26.1,,7.4,,16.8,,1.2,,0,,0,,0,,0,,,,19,,32,
11-09-07,2011,9,7,*,27.2,,7.5,,17.4,,0.6,,0,,0,,0,,0,,,,0,,0,
11-09-08,2011,9,8,*,27.9,,9.3,,18.6,,0,,0.6,,0,,0,,0,,,,0,,0,
11-09-09,2011,9,9,*,28.1,,10.1,,19.1,,0,,1.1,,0,,0,,0,,,,0,,0,
11-09-10,2011,9,10,*,24.2,,10.4,,17.3,,0.7,,0,,0,,0,,0,,,,35,,41,
11-09-11,2011,9,11,*,23.6,,7.6,,15.6,,2.4,,0,,0,,0,,0,,,,1,,63,
11-09-12,2011,9,12,*,12.3,,7.7,,10,,8,,0,,0,,0,,0,,,,0,,0,
11-09-13,2011,9,13,*,11.4,,4.7,,8.1,,9.9,,0,,0,T,0,,0,T,,,13,,33,
11-09-14,2011,9,14,*,17.1,,5.1,,11.1,,6.9,,0,,0,T,0,,0,T,,,15,,48,
11-09-15,2011,9,15,*,22.7,,4.7,,13.7,,4.3,,0,,0,,0,,0,,,,0,,0,
11-09-16,2011,9,16,*,19,,9.4,,14.2,,3.8,,0,,0,T,0,,0,T,,,27,,50,
11-09-17,2011,9,17,*,17.2,,3.7,,10.5,,7.5,,0,,0,,0,,0,,,,27,,56,
11-09-18,2011,9,18,*,20.2,,2.8,,11.5,,6.5,,0,,0,,0,,0,,,,25,,37,
11-09-19,2011,9,19,*,15.8,,5.2,,10.5,,7.5,,0,,6.8,,0,,6.8,,,,28,,37,
11-09-20,2011,9,20,*,17.1,,2,,9.6,,8.4,,0,,0,T,0,,0,T,,,0,,0,
11-09-21,2011,9,21,*,25.4,,2.9,,14.2,,3.8,,0,,0,,0,,0,,,,0,,0,
11-09-22,2011,9,22,*,25.1,,10.9,,18,,0,,0,,0,,0,,0,,,,0,,0,
11-09-23,2011,9,23,*,28.6,,16.6,,22.6,,0,,4.6,,0,,0,,0,,,,27,,33,
11-09-24,2011,9,24,*,30,,9.3,,19.7,,0,,1.7,,0,,0,,0,,,,0,,0,
11-09-25,2011,9,25,*,28.8,,8.4,,18.6,,0,,0.6,,0,,0,,0,,,,19,,59,
11-09-26,2011,9,26,*,21.1,,11.6,,16.4,,1.6,,0,,0,,0,,0,,,,27,,48,
11-09-27,2011,9,27,*,20.7,,8.3,,14.5,,3.5,,0,,0,,0,,0,,,,30,,41,
11-09-28,2011,9,28,*,16.6,,4,,10.3,,7.7,,0,,0,,0,,0,,,,33,,56,
11-09-29,2011,9,29,*,18.5,,-0.2,,9.2,,8.8,,0,,0,,0,,0,,,,17,,57,
11-09-30,2011,9,30,*,26.8,,4.4,,15.6,,2.4,,0,,0,,0,,0,,,,0,,0,
11-10-01,2011,10,1,*,10.3,,2.6,,6.5,,11.5,,0,,0.8,,0,,0.8,,,,10,,44,
11-10-02,2011,10,2,*,13.1,,-0.9,,6.1,,11.9,,0,,0,,0,,0,,,,0,,0,
11-10-03,2011,10,3,*,18.2,,0.2,,9.2,,8.8,,0,,0,,0,,0,,,,0,,0,
11-10-04,2011,10,4,*,18,,8.8,,13.4,,4.6,,0,,1.4,,0,,1.4,,,,0,,0,
11-10-05,2011,10,5,*,12.1,,5.2,,8.7,,9.3,,0,,2,,0,,2,,,,36,,32,
11-10-06,2011,10,6,*,6.7,,5.7,,6.2,,11.8,,0,,7.8,,0,,7.8,,,,34,,54,
11-10-07,2011,10,7,*,9.5,,5.8,,7.7,,10.3,,0,,1,,0,,1,,,,35,,39,
11-10-08,2011,10,8,*,13.1,,3.2,,8.2,,9.8,,0,,0,,0,,0,,,,0,,0,
11-10-09,2011,10,9,*,15.7,,3.2,,9.5,,8.5,,0,,0,,0,,0,,,,29,,44,
11-10-10,2011,10,10,*,13,,1.8,,7.4,,10.6,,0,,0,,0,,0,,,,0,,0,
11-10-11,2011,10,11,*,16.6,,2.8,,9.7,,8.3,,0,,0,T,0,,0,T,,,29,,37,
11-10-12,2011,10,12,*,14.6,,4.5,,9.6,,8.4,,0,,0,T,0,,0,T,,,27,,41,
11-10-13,2011,10,13,*,11.5,,0.8,,6.2,,11.8,,0,,0,,0,,0,,,,0,,0,
11-10-14,2011,10,14,*,9.7,,-3.4,,3.2,,14.8,,0,,0,,0,,0,,,,0,,0,
11-10-15,2011,10,15,*,9.2,,-2.7,,3.3,,14.7,,0,,0,,0,,0,,,,0,,0,
11-10-16,2011,10,16,*,10.6,,-5.1,,2.8,,15.2,,0,,0,,0,,0,,,,0,,0,
11-10-17,2011,10,17,*,14.8,,-4.3,,5.3,,12.7,,0,,0,,0,,0,,,,0,,0,
11-10-18,2011,10,18,*,15.7,,2,,8.9,,9.1,,0,,0,,0,,0,,,,0,,0,
11-10-19,2011,10,19,*,18.3,,1.5,,9.9,,8.1,,0,,0,,0,,0,,,,0,,0,
11-10-20,2011,10,20,*,13.1,,1.3,,7.2,,10.8,,0,,0,T,0,,0,T,,,36,,46,
11-10-21,2011,10,21,*,10.3,,-1.7,,4.3,,13.7,,0,,0,,0,,0,,,,0,,0,
11-10-22,2011,10,22,*,12.8,,1.3,,7.1,,10.9,,0,,0,,0,,0,,,,27,,41,
11-10-23,2011,10,23,*,10.9,,-1.6,,4.7,,13.3,,0,,0,T,0,,0,T,,,34,,46,
11-10-24,2011,10,24,*,7.6,,-5.2,,1.2,,16.8,,0,,0,,0,,0,,,,0,,0,
11-10-25,2011,10,25,*,7.7,,-3.6,,2.1,,15.9,,0,,0,,0,,0,,,,0,,0,
11-10-26,2011,10,26,*,9.4,,-6.5,,1.5,,16.5,,0,,0,,0,,0,,,,27,,54,
11-10-27,2011,10,27,*,8.1,,1.7,,4.9,,13.1,,0,,0,,0,,0,,,,28,,44,
11-10-28,2011,10,28,*,7,,-4.5,,1.3,,16.7,,0,,0,,0,,0,,,,0,,0,
11-10-29,2011,10,29,*,10.4,,-0.7,,4.9,,13.1,,0,,0,T,0,,0,T,,,27,,48,
11-10-30,2011,10,30,*,16.9,,-1.7,,7.6,,10.4,,0,,0,,0,,0,,,,27,,63,
11-10-31,2011,10,31,*,9.5,,-0.1,,4.7,,13.3,,0,,0,,1,,1,,0,T,29,,35,
11-11-01,2011,11,1,*,6.6,,-3.6,,1.5,,16.5,,0,,0,,0,,0,,,,36,,32,
11-11-02,2011,11,2,*,7.8,,-1.7,,3.1,,14.9,,0,,0,,0,,0,,,,26,,46,
11-11-03,2011,11,3,*,10.2,,-4.5,,2.9,,15.1,,0,,0,,0,,0,,,,35,,33,
11-11-04,2011,11,4,*,-0.7,,-9.9,,-5.3,,23.3,,0,,0,,3.6,,1.4,,4,,36,,41,
11-11-05,2011,11,5,*,0.8,,-13.4,,-6.3,,24.3,,0,,0,,0,,0,,3,,0,,0,
11-11-06,2011,11,6,*,2.4,,-10.9,,-4.3,,22.3,,0,,0,,0,,0,,2,,0,,0,
11-11-07,2011,11,7,*,5.1,,-10.3,,-2.6,,20.6,,0,,0,,0,,0,,2,,27,,41,
11-11-08,2011,11,8,*,5.4,,-5.1,,0.2,,17.8,,0,,0,,0,,0,,0,T,28,,35,
11-11-09,2011,11,9,*,5.1,,-8.7,,-1.8,,19.8,,0,,0,,0,,0,,0,T,0,,0,
11-11-10,2011,11,10,*,13.8,,1.7,,7.8,,10.2,,0,,0,,0,,0,,,,28,,61,
11-11-11,2011,11,11,*,9.7,,1.5,,5.6,,12.4,,0,,0,,0,,0,,,,28,,37,
11-11-12,2011,11,12,*,3.1,,-0.9,,1.1,,16.9,,0,,0,,0,,0,,,,33,,54,
11-11-13,2011,11,13,*,5.3,,-0.9,,2.2,,15.8,,0,,0,,0,,0,,,,28,,54,
11-11-14,2011,11,14,*,0.6,,-6.8,,-3.1,,21.1,,0,,0,,0.8,,0.6,,0,T,33,,63,
11-11-15,2011,11,15,*,-2.9,,-10.1,,-6.5,,24.5,,0,,0,T,0,,0,T,0,T,28,,37,
11-11-16,2011,11,16,*,1.1,,-5.8,,-2.4,,20.4,,0,,0,,0,,0,,0,T,27,,50,
11-11-17,2011,11,17,*,-2.5,,-12.7,,-7.6,,25.6,,0,,0,,0.4,,0.4,,0,T,36,,37,
11-11-18,2011,11,18,*,-12.6,,-19.2,,-15.9,,33.9,,0,,0,,1.6,,0.8,,1,,0,,0,
11-11-19,2011,11,19,*,-16.3,,-20.8,,-18.6,,36.6,,0,,0,,0,T,0,T,2,,0,,0,
11-11-20,2011,11,20,*,-3.4,,-21.5,,-12.5,,30.5,,0,,0,,0,T,0,T,2,,16,,39,
11-11-21,2011,11,21,*,4.8,,-11.1,,-3.2,,21.2,,0,,0,,0,,0,,,,23,,35,
11-11-22,2011,11,22,*,10.8,,-4.8,,3,,15,,0,,0,,0,,0,,0,T,23,,67,
11-11-23,2011,11,23,*,11.7,,-6.1,,2.8,,15.2,,0,,0,,0,,0,,0,T,23,,80,
11-11-24,2011,11,24,*,1,,-7.7,,-3.4,,21.4,,0,,0,,0.8,,0.8,,1,,0,,0,
11-11-25,2011,11,25,*,4.6,,-7.1,,-1.3,,19.3,,0,,0,,0,,0,,0,T,28,,50,
11-11-26,2011,11,26,*,8.3,,-4,,2.2,,15.8,,0,,0,,0,,0,,0,T,25,,33,
11-11-27,2011,11,27,*,13.6,,-2.9,,5.4,,12.6,,0,,0,,1,,0.6,,0,T,25,,91,
11-11-28,2011,11,28,*,2.2,,-4.1,,-1,,19,,0,,0,,0.4,,0.4,,1,,17,,35,
11-11-29,2011,11,29,*,8.3,,-1.9,,3.2,,14.8,,0,,0,,0,,0,,0,T,27,,57,
11-11-30,2011,11,30,*,-0.9,,-9.6,,-5.3,,23.3,,0,,0,,6.4,,5.8,,4,,36,,56,
11-12-01,2011,12,1,*,8,,-11.2,,-1.6,,19.6,,0,,0,,0,,0,,5,,29,,76,
11-12-02,2011,12,2,*,5.8,,-9,,-1.6,,19.6,,0,,0,,0,,0,,0,T,33,,67,
11-12-03,2011,12,3,*,2,,-8.1,,-3.1,,21.1,,0,,0,,6.1,,5,,0,T,36,,61,
11-12-04,2011,12,4,*,-5.3,,-11.7,,-8.5,,26.5,,0,,0,,2.8,,1.6,,7,,0,,0,
11-12-05,2011,12,5,*,6.8,,-10.5,,-1.9,,19.9,,0,,0,,0,,0,,5,,0,,0,
11-12-06,2011,12,6,*,10.2,,-3,,3.6,,14.4,,0,,0,,0,,0,,3,,26,,70,
11-12-07,2011,12,7,*,-2.9,,-11.3,,-7.1,,25.1,,0,,0,,0.6,,0.4,,3,,36,,37,
11-12-08,2011,12,8,*,-4.5,,-17,,-10.8,,28.8,,0,,0,,0,,0,,1,,0,,0,
11-12-09,2011,12,9,*,9,,-7.3,,0.9,,17.1,,0,,0,,0,T,0,T,1,,27,,63,
11-12-10,2011,12,10,*,9.1,,-5.4,,1.9,,16.1,,0,,0,,0,,0,,0,T,29,,57,
11-12-11,2011,12,11,*,-1.2,,-8.2,,-4.7,,22.7,,0,,0,,8.2,,5.6,,9,,0,,0,
11-12-12,2011,12,12,*,-6.2,,-15.4,,-10.8,,28.8,,0,,0,,0.4,,0.4,,8,,0,,0,
11-12-13,2011,12,13,*,4,,-15.2,,-5.6,,23.6,,0,,0,,0,,0,,8,,28,,44,
11-12-14,2011,12,14,*,4.1,,-9,,-2.5,,20.5,,0,,0,,0,T,0,T,3,,32,,56,
11-12-15,2011,12,15,*,-2.8,,-8.3,,-5.6,,23.6,,0,,0,,0,T,0,T,2,,35,,32,
11-12-16,2011,12,16,*,6.2,,-8.2,,-1,,19,,0,,0,,0,,0,,2,,27,,41,
11-12-17,2011,12,17,*,11.9,,-2.1,,4.9,,13.1,,0,,0,,0,,0,,1,,27,,50,
11-12-18,2011,12,18,*,5.8,,-7.2,,-0.7,,18.7,,0,,0,,3,,1.2,,0,T,34,,32,
11-12-19,2011,12,19,*,8,,-10,,-1,,19,,0,,0,,0,,0,,2,,27,,52,
11-12-20,2011,12,20,*,9.2,,-1.2,,4,,14,,0,,0,,0,,0,,0,T,28,,54,
11-12-21,2011,12,21,*,0.1,,-8.7,,-4.3,,22.3,,0,,0,,2,,1.2,,2,,32,,59,
11-12-22,2011,12,22,*,4.8,,-9.2,,-2.2,,20.2,,0,,0,,0,,0,,0,T,27,,48,
11-12-23,2011,12,23,*,6.4,,-1.6,,2.4,,15.6,,0,,0,,0,,0,,0,T,27,,69,
11-12-24,2011,12,24,*,6.8,,-0.1,,3.4,,14.6,,0,,0,,0,,0,,0,T,22,,59,
11-12-25,2011,12,25,*,9.6,,-3.1,,3.3,,14.7,,0,,0,,0,,0,,,,26,,48,
11-12-26,2011,12,26,*,4.3,,-4.6,,-0.2,,18.2,,0,,0,,0,,0,,,,28,,44,
11-12-27,2011,12,27,*,7.5,,-4.2,,1.7,,16.3,,0,,0,,0,,0,,0,T,29,,65,
11-12-28,2011,12,28,*,9.9,,-8.9,,0.5,,17.5,,0,,0,,0,,0,,0,T,25,,67,
11-12-29,2011,12,29,*,7.6,,-3.7,,2,,16,,0,,0,,0,,0,,0,T,32,,52,
11-12-30,2011,12,30,*,6.4,,-3.4,,1.5,,16.5,,0,,0,,0,,0,,0,T,26,,59,
11-12-31,2011,12,31,*,2.2,,-13.3,,-5.6,,23.6,,0,,0,,0,,0,,0,T,34,,44,
